P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0001	首楞嚴經疏序大佛頂密因了義首楞嚴經者乃竺乾之洪範法苑之寶典也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0003	觀四生之受苦也惠濟庶物愍群機之未悟也力垂善誘於是俯仰至理述宣微言闢大慈之門廓真如之海以為一切諸法唯依妄念而起一切眾生不出因緣而有乃知生死輪轉貪欲為本修證常樂禪慧為宗
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0009	譯經三藏朝散大夫試鴻臚卿光梵大師賜紫惟淨謹上書于中丞閣下近蒙以新製首楞嚴經疏序特賜寵示者
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0011	竊以大佛頂如來密因修證了義諸菩薩萬行首楞嚴經者菩薩行門諸佛心印開有為即塵沙妙用歸無相即法界真源
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0018	稽首我大師十方調御尊佛頂首楞嚴大覺如來藏圓明諸聖眾上首龍尊王常闢大慈門救攝眾生者
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0127	故下請云雖獲大宅要因門入等七教迹前後者佛說此經非謂一時頓說說必前後
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0140	其第九云大佛頂首楞嚴經十卷大唐沙門懷迪於廣州譯迪循州人住羅浮山南樓寺久習經論備諳五梵因遊廣府遂遇梵僧未詳其名對文共譯勒成十卷經之題目紙數文句與今融本竝不差異
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0143	大佛頂如來密因修證了義諸菩薩萬行首楞嚴經經有五名題目三號者謂該教行人理因果顯密悉具足故
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0160	涅槃又云所言大者其性廣博今經常遍廣有其文仍具三義如下可見佛頂者究竟覺也覺有二義一本二始
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0169	教者下說心呪是佛密語唯佛與佛乃能知之不通他解但信而受之思而持之滅障成德也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0177	首楞嚴者梵語也涅槃云首楞者名一切事竟嚴者名堅即一切事究竟堅固也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0197	龍集者龍星亦曰歲星歲行一次也集居也乙巳即所舍之次朔蘇也月死復蘇蘇生也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0254	常隨從佛轉大法輪法有摧輾業煩惱義喻之若輪自既摧破惑障亦能轉教令他破惑於一法中作無量說一一逗機一一稱性以善巧方便令其得入如來知見妙好堪任護付法藏令燈燈相然明明不絕囑法令傳囑生令度總名遺囑也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0355	今文請即通問下文答則別說如下文云有大佛頂首楞嚴等即許說成道妙行也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0433	告示阿難及諸大眾有三摩提名大佛頂首楞嚴王具足萬行十方如來一門超出妙莊嚴路
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0620	佛之威神令諸世界合成一界妄執未融六情殊隔真智一發法界洞然誰為自他故成一界即欲說如來藏心之先瑞也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0622	冥合此理隨順不逆名合掌承聽大眾將悟斯理故今預此表示法華說一乘竟十方世界通為一佛國土亦表十方佛土中唯有一乘法第三末經大眾領悟是此所表也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0674	已界佛界眾生亦然今之所顯真心相者依生滅門破妄顯也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0694	二如來正顯二一約現法隨緣以顯心爾時世尊開示阿難及諸大眾欲令心入無生法忍於師子座摩阿難頂而告之言摩頂安慰也
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0791	二且約無拳例其無見二一約無拳以例問二一舌語佛告阿難如來今日實言告汝諸有智者要以譬喻而得開悟無智之人縱喻難明故舉智者因喻開悟
P1618_001_0001	大佛頂首楞嚴經會觧敘綿一首楞嚴經者諸佛之慧命眾生之達道教網之宏綱禪門之要關也	T1799_001_0862	於是如來普告大眾若復眾生以搖動者名之為塵以不住者名之為客
P1618_001_0002	世尊成道以來五時設化無非為一大事因緣求其總攝化機直指心體發宣真勝義性簡定真實圓通使人轉物同如來彈指超無學者無尚楞嚴矣	T1799_001_0003	觀四生之受苦也惠濟庶物愍群機之未悟也力垂善誘於是俯仰至理述宣微言闢大慈之門廓真如之海以為一切諸法唯依妄念而起一切眾生不出因緣而有乃知生死輪轉貪欲為本修證常樂禪慧為宗
P1618_001_0002	世尊成道以來五時設化無非為一大事因緣求其總攝化機直指心體發宣真勝義性簡定真實圓通使人轉物同如來彈指超無學者無尚楞嚴矣	T1799_001_0004	則斯經也可以辯識諸魔破滅七趣謂止及觀修圓教妙明之心發真歸源證上乘至極之說懿其般剌譯其義房相筆其文
